name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
san francisco,2015-08-19,22.9,16.5,19,22.9,16.5,19,13.2,69.8,0,0,0,,,,45.5,28.8,275.3,1013.5,61.3,14.9,298.4,25.6,9,,2015-08-19T06:28:27,2015-08-19T19:57:30,0.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-08-20,20.9,17,18.3,20.9,17,18.3,12.8,70.7,0,0,0,,,,37.1,29.8,274.9,1012.7,70.9,15.4,284.1,24.6,9,,2015-08-20T06:29:18,2015-08-20T19:56:10,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-08-21,21.1,16.2,18,21.1,16.2,18,13.2,74.2,0,0,0,,,,37.1,30.1,271.7,1012,63.1,15.5,290.3,25.1,9,,2015-08-21T06:30:10,2015-08-21T19:54:50,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-08-22,23.1,16.2,18.5,23.1,16.2,18.5,13.2,71.8,0.101,100,4.17,rain,,,33.5,26.2,252.5,1013,61.3,15.6,290.6,25.1,9,,2015-08-22T06:31:01,2015-08-22T19:53:28,0.23,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-08-23,22.6,16.5,18.5,22.6,16.5,18.5,12.8,70,0.062,100,4.17,rain,,,44.6,27.9,273.4,1015.4,80.7,15.8,286.5,24.7,9,,2015-08-23T06:31:52,2015-08-23T19:52:05,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-08-24,22.7,16.5,18.7,22.7,16.5,18.7,13,70,0,0,0,,,,,29.3,282.6,1016.5,58.4,15.2,305.3,26.4,9,,2015-08-24T06:32:44,2015-08-24T19:50:42,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-08-25,22,15.4,17.7,22,15.4,17.7,13.1,75.5,0,0,0,,,,47.4,34.5,290.2,1015.5,55.4,14.2,267.7,23.1,9,,2015-08-25T06:33:35,2015-08-25T19:49:18,0.38,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-08-26,25.2,14.5,19,25.2,14.5,19,13.1,70.8,0,0,0,,,,53.6,30,296.5,1016.1,54.6,14.6,266,23,9,,2015-08-26T06:34:26,2015-08-26T19:47:53,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-08-27,28.8,16.5,21.4,27.7,16.5,21.3,12.2,58.8,0,0,0,,,,57.2,30.8,288.5,1016.4,37.3,15.9,271.7,23.5,9,,2015-08-27T06:35:17,2015-08-27T19:46:28,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-08-28,32,17.7,22.1,31,17.7,22,14.4,63.9,0,0,0,,,,38.9,31,299.4,1012.8,54.7,16,218.5,19.1,7,,2015-08-28T06:36:08,2015-08-28T19:45:02,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-08-29,23.8,18.4,20.4,23.8,18.4,20.4,16.2,77.5,0,0,0,,,,,25.9,278.5,1015.2,72,15.2,262.6,22.6,8,,2015-08-29T06:36:59,2015-08-29T19:43:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-08-30,23.9,17.3,20.1,23.9,17.3,20.1,14.8,72.6,1.465,100,4.17,rain,,,59.4,33.2,278.3,1016.2,52.9,16,286.2,24.7,9,,2015-08-30T06:37:50,2015-08-30T19:42:08,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-08-31,24.6,16.3,19.3,24.6,16.3,19.3,13.7,70.9,0.101,100,4.17,rain,,,,28.2,286,1013,20.6,15.5,292.6,25.4,9,,2015-08-31T06:38:41,2015-08-31T19:40:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-01,23.8,16,19.1,23.8,16,19.1,13.2,70,0.165,100,4.17,rain,,,48.2,25.8,258,1012.1,29.5,15.3,294.3,25.4,9,,2015-09-01T06:39:31,2015-09-01T19:39:11,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-02,21.9,17,18.6,21.9,17,18.6,13.4,72,0,0,0,,,,47.9,32.2,255.3,1013.8,74.4,16,267.1,23,9,,2015-09-02T06:40:22,2015-09-02T19:37:42,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-03,20.1,15.9,17.7,20.1,15.9,17.7,11.9,69.8,0,0,0,,,,48.1,28.6,254.3,1012.5,33.3,15.7,292.1,25.1,9,,2015-09-03T06:41:13,2015-09-03T19:36:13,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-04,20.7,14,16.8,20.7,14,16.8,10.1,65.7,0,0,0,,,,65.8,34.5,258.3,1011.5,29.1,15.6,295.4,25.4,9,,2015-09-04T06:42:03,2015-09-04T19:34:43,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-05,25,11.6,17.9,25,11.6,17.9,9.1,59.7,0,0,0,,,,51.8,31.3,290,1014.2,24.2,15.9,293.7,25.5,9,,2015-09-05T06:42:54,2015-09-05T19:33:12,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-06,28.6,12.9,19.5,27.2,12.9,19.3,7.3,48.1,0,0,0,,,,,23.4,306.6,1014.1,35,16,294.8,25.3,9,,2015-09-06T06:43:44,2015-09-06T19:31:41,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-07,31.9,13.6,21.7,29.8,13.6,21.4,7.5,42.6,0,0,0,,,,,20,310,1012.6,15.3,16,291.5,25.3,9,,2015-09-07T06:44:35,2015-09-07T19:30:10,0.86,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-08,33.7,15.9,23.7,31.7,15.9,23.3,7.6,37.1,0,0,0,,,,,22.8,312.4,1011.1,5.2,16,290.2,25,9,,2015-09-08T06:45:25,2015-09-08T19:28:39,0.9,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-09,32.7,17.7,23.8,30.8,17.7,23.4,9.8,43,0,0,0,,,,68.4,25.3,301.2,1010.5,4.8,15.9,282.5,24.4,9,,2015-09-09T06:46:16,2015-09-09T19:27:07,0.94,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-10,29.1,15.1,21.2,28.2,15.1,21.1,12.8,62,0,0,0,,,,47.9,28.5,301.8,1011.3,38.4,15.9,273.3,23.6,9,,2015-09-10T06:47:06,2015-09-10T19:25:35,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-11,24.6,15.3,18.9,24.6,15.3,18.9,12.9,70.1,0,0,0,,,,50,26.8,295.6,1012.7,45.1,16,260,22.5,9,,2015-09-11T06:47:57,2015-09-11T19:24:02,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-12,22.9,14.5,17.2,22.9,14.5,17.2,13.2,78.2,0,0,0,,,,50,25.1,293.1,1013.9,78.5,15.9,86.4,7.4,3,,2015-09-12T06:48:47,2015-09-12T19:22:29,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-13,22.6,15.7,17.8,22.6,15.7,17.8,13.9,78.7,0,0,0,,,,35.3,29,305.4,1010,73.7,15.7,200.5,17.4,7,,2015-09-13T06:49:38,2015-09-13T19:20:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-14,21.3,15.6,17.8,21.3,15.6,17.8,13.9,78.2,0,0,0,,,,50,32.5,223.3,1007.9,83.6,15.8,169,14.6,5,,2015-09-14T06:50:29,2015-09-14T19:19:23,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-15,19.9,14.8,16.6,19.9,14.8,16.6,11.1,71,0,0,0,,,,50.5,37,265.9,1012.1,62.5,16,220.7,19,8,,2015-09-15T06:51:19,2015-09-15T19:17:50,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-16,21.5,15,17.7,21.5,15,17.7,11.7,68.7,0,0,0,,,,44.6,27.5,201.7,1015.7,76.8,16,234.9,20.2,8,,2015-09-16T06:52:10,2015-09-16T19:16:17,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-17,21.2,15.6,17.5,21.2,15.6,17.5,13.2,76.8,0.026,100,4.17,rain,,,50,31.3,295.3,1017.2,52.3,15.9,265.9,22.9,9,,2015-09-17T06:53:01,2015-09-17T19:14:43,0.08,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-18,24.9,13.4,18,24.9,13.4,18,12.3,71.5,0,0,0,,,,53.6,28.3,298.7,1014,6,16,266.9,23.1,9,,2015-09-18T06:53:51,2015-09-18T19:13:10,0.11,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-19,29.7,12.9,20.1,28.6,12.9,19.9,11.7,61.6,0,0,0,,,,,22.2,304.1,1010.6,8.2,16,267.6,23,9,,2015-09-19T06:54:42,2015-09-19T19:11:36,0.16,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-20,32.6,15,23.2,30.9,15,22.8,10.5,47,0,0,0,,,,,20.5,313.7,1010.2,18.3,16,261.2,22.4,8,,2015-09-20T06:55:33,2015-09-20T19:10:03,0.21,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-21,32.1,17,22.7,30.7,17,22.6,12.1,53,0,0,0,,,,,25,304.9,1008.1,11.6,15.9,257.3,22.1,8,,2015-09-21T06:56:24,2015-09-21T19:08:29,0.26,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-22,18.2,14.6,16.4,18.2,14.6,16.4,11.8,74.7,0,0,0,,,,44.4,27.5,270,1012.8,43.2,14.7,256.6,22,8,,2015-09-22T06:57:16,2015-09-22T19:06:56,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-23,23.7,12.8,17.6,23.7,12.8,17.6,10.9,66.3,0,0,0,,,,47.9,26.2,283.7,1015.1,29.9,15.7,256.8,22.1,8,,2015-09-23T06:58:07,2015-09-23T19:05:22,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-24,28.4,15.5,20.4,27.7,15.5,20.4,11.7,59.2,0,0,0,,,,,23.7,302.7,1013.2,62.1,16,178.2,15.6,6,,2015-09-24T06:58:58,2015-09-24T19:03:49,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-25,23.3,14.8,18.7,23.3,14.8,18.7,12.3,67.5,0,0,0,,,,50,32.3,287.5,1012.9,41.5,16,206.6,17.8,7,,2015-09-25T06:59:50,2015-09-25T19:02:16,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-26,22.2,13.5,17.7,22.2,13.5,17.7,12.6,73.1,0,0,0,,,,42.5,26.1,297,1012.5,45,15.9,219.5,19,8,,2015-09-26T07:00:42,2015-09-26T19:00:43,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-27,21.9,14.1,17.3,21.9,14.1,17.3,12.8,75.8,0,0,0,,,,,22.9,305.3,1009.9,67.8,14.6,105.2,9.2,4,,2015-09-27T07:01:34,2015-09-27T18:59:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-28,20.8,13,16.2,20.8,13,16.2,12.2,78.1,0,0,0,,,,27.7,24.9,303.3,1012,66.5,15.4,193,16.6,7,,2015-09-28T07:02:26,2015-09-28T18:57:37,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-29,19.6,15,16.6,19.6,15,16.6,11,70.1,0,0,0,,,,46.4,23,277.9,1014.9,84.9,15.8,121.3,10.5,5,,2015-09-29T07:03:18,2015-09-29T18:56:05,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-09-30,18.3,14.5,16.2,18.3,14.5,16.2,12.5,79.2,0.302,100,12.5,rain,,,55.4,16.9,299.3,1015.1,82.4,15.6,73.6,6.3,3,,2015-09-30T07:04:11,2015-09-30T18:54:33,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-01,22.6,16,18.3,22.6,16,18.3,13.4,73.6,0.05,100,4.17,rain,,,29.5,24.4,285.4,1015.2,62.3,15.9,226,19.6,8,,2015-10-01T07:05:04,2015-10-01T18:53:01,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-02,22.7,13.9,17.4,22.7,13.9,17.4,12.7,75.1,0,0,0,,,,47.9,28.3,296.3,1015.3,15.1,15.6,231.8,19.8,8,,2015-10-02T07:05:57,2015-10-02T18:51:30,0.63,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-03,21.2,12.7,15.8,21.2,12.7,15.8,11.2,74.8,0,0,0,,,,64,44.3,258.9,1003.9,38.9,14.4,234.9,20.2,8,,2015-10-03T07:06:50,2015-10-03T18:49:59,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-04,22.3,12,16.8,22.3,12,16.8,9.7,64,0,0,0,,,,33.5,25.5,294.7,1002.1,20.7,15.6,226.6,19.7,8,,2015-10-04T07:07:44,2015-10-04T18:48:28,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-05,23.2,13.8,18.2,23.2,13.8,18.2,11.5,65.6,0,0,0,,,,,21.5,296.3,1010.6,10.5,15.9,222.5,19.1,8,,2015-10-05T07:08:37,2015-10-05T18:46:58,0.79,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-06,22.9,14.9,18.2,22.9,14.9,18.2,13.2,73.5,0,0,0,,,,,27.6,302.8,1018.2,30.2,15.8,219.9,19,8,,2015-10-06T07:09:31,2015-10-06T18:45:28,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-07,23.3,15.5,17.9,23.3,15.5,17.9,13.1,74.3,0,0,0,,,,40.7,31.2,296.6,1020.1,65.5,15.5,188.7,16.2,7,,2015-10-07T07:10:26,2015-10-07T18:43:59,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-08,27,14.8,19.2,26.8,14.8,19.2,13,68.9,0,0,0,,,,,25.6,304.2,1018.5,63.8,15.7,194.1,16.7,8,,2015-10-08T07:11:20,2015-10-08T18:42:30,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-09,25.3,13.2,18.7,25.3,13.2,18.7,12.9,71.3,0,0,0,,,,42.5,23.7,290.8,1017.7,19.4,15.8,221.7,19.2,8,,2015-10-09T07:12:15,2015-10-09T18:41:02,0.95,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-10,21.8,16,18.2,21.8,16,18.2,15.2,83.6,0.124,100,4.17,rain,,,52,30,285.5,1016.3,72.8,11.3,212.9,18.5,7,,2015-10-10T07:13:10,2015-10-10T18:39:35,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-11,22.9,14.8,17.9,22.9,14.8,17.9,14,78.7,0,0,0,,,,48.1,28.6,300.6,1015.7,31.8,15.8,191.9,16.6,7,,2015-10-11T07:14:06,2015-10-11T18:38:08,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-12,28.4,13.1,19.4,28.1,13.1,19.4,13.2,69.5,0,0,0,,,,,20.1,313.6,1014.4,1.4,15.7,213.1,18.5,7,,2015-10-12T07:15:02,2015-10-12T18:36:42,1,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-13,30.6,16.2,21.6,29.5,16.2,21.5,12.9,60,0,0,0,,,,,23.1,312.6,1015.3,22.8,15.9,206.1,17.7,7,,2015-10-13T07:15:58,2015-10-13T18:35:16,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-14,25.1,16.8,20.3,25.1,16.8,20.3,13.1,64.6,0,0,0,,,,,20.6,305.4,1015.1,58.3,15.9,120.4,10.4,5,,2015-10-14T07:16:55,2015-10-14T18:33:51,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-15,21.3,16.4,18.1,21.3,16.4,18.1,14.2,78.3,0,0,0,,,,,27.5,300,1014.1,73.8,15.7,119.5,10.3,4,,2015-10-15T07:17:51,2015-10-15T18:32:27,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-16,22.3,15.7,17.7,22.3,15.7,17.7,13.4,76.4,0,0,0,,,,37.1,30.9,293.4,1013.5,56.4,15.9,195.3,16.8,7,,2015-10-16T07:18:49,2015-10-16T18:31:04,0.06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-17,20,16.4,17.7,20,16.4,17.7,13.2,74.7,0,0,0,,,,,25,261.2,1014.7,88.3,16,149.4,12.9,6,,2015-10-17T07:19:46,2015-10-17T18:29:41,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-18,20.8,16.2,17.8,20.8,16.2,17.8,13.5,76.7,0,0,0,,,,50,29.5,271.3,1015.4,77.8,15.9,189.9,16.5,7,,2015-10-18T07:20:44,2015-10-18T18:28:20,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-19,20,15.7,17.7,20,15.7,17.7,13.4,76.2,0,0,0,,,,48.1,27.4,278.7,1016.2,67,16,183.3,15.9,7,,2015-10-19T07:21:42,2015-10-19T18:26:59,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-20,25.5,12.9,17.6,25.5,12.9,17.6,12.6,75,0,0,0,,,,,30.1,300.8,1014.7,12.1,15.8,197.9,17,7,,2015-10-20T07:22:41,2015-10-20T18:25:39,0.23,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-21,23.8,12,17.1,23.8,12,17.1,11.6,71.4,0,0,0,,,,,25.8,297.7,1014,15.6,15.9,192.3,16.5,7,,2015-10-21T07:23:40,2015-10-21T18:24:20,0.28,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-22,22.2,12.2,16.9,22.2,12.2,16.9,11.9,73.6,0,0,0,,,,,20.9,305.4,1013.9,31,15.2,187.4,16.2,7,,2015-10-22T07:24:39,2015-10-22T18:23:03,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-23,22.2,12.7,16.6,22.2,12.7,16.6,12.3,76.4,0,0,0,,,,,18.1,316.1,1015.8,51.5,15.4,124.6,10.6,5,,2015-10-23T07:25:39,2015-10-23T18:21:46,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-24,22.2,11.7,16.3,22.2,11.7,16.3,12.6,79.2,0,0,0,,,,,28.3,305.1,1015.3,65.9,14.3,148.4,12.7,6,,2015-10-24T07:26:39,2015-10-24T18:20:30,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-25,20.4,13.9,16.8,20.4,13.9,16.8,13.1,79.1,0.062,100,4.17,rain,,,51.8,20.8,285.7,1015.4,56.6,15.7,174,15,7,,2015-10-25T07:27:39,2015-10-25T18:19:15,0.47,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-26,23.1,14.4,17,23.1,14.4,17,13.2,79.2,0,0,0,,,,,19.1,309.5,1015.1,74.7,12.7,187.3,16.4,7,,2015-10-26T07:28:40,2015-10-26T18:18:02,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-27,20,14.7,17.4,20,14.7,17.4,11.4,68.2,0,0,0,,,,44.4,28.8,300.8,1015.5,88.5,16,65.6,5.7,3,,2015-10-27T07:29:41,2015-10-27T18:16:50,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-28,20.9,14.7,17.3,20.9,14.7,17.3,12.9,75.6,0,0,0,,,,53.6,32.9,295.4,1016.8,59.5,16,169.6,14.7,6,,2015-10-28T07:30:42,2015-10-28T18:15:38,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-29,22,13.2,16.9,22,13.2,16.9,10.8,68.4,0,0,0,,,,53.8,29.6,297.9,1016,4.6,15.9,180.5,15.5,7,,2015-10-29T07:31:44,2015-10-29T18:14:28,0.53,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-30,24.2,11.1,16.9,24.2,11.1,16.9,10.4,67.6,0,0,0,,,,63,19.2,315.8,1016.4,3.6,15.9,176.6,15.1,6,,2015-10-30T07:32:46,2015-10-30T18:13:20,0.56,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-10-31,22.5,13,16.9,22.5,13,16.9,12,74,0,0,0,,,,25.9,27.4,290.8,1018.6,22.7,16,173.2,15,6,,2015-10-31T07:33:48,2015-10-31T18:12:12,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-11-01,21,14.4,17.7,21,14.4,17.7,14,79.2,0.383,100,4.17,rain,,,,17.6,274.9,1019,82.4,15.7,153.3,14,6,,2015-11-01T06:34:51,2015-11-01T17:11:06,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-11-02,17,11.7,14.5,17,11.7,14.5,10.4,77.7,10.508,100,37.5,rain,,,63,39.8,303.5,1010.6,81.3,14.2,117.1,10.1,4,,2015-11-02T06:35:54,2015-11-02T17:10:02,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-11-03,18.2,8.9,13.6,18.2,7.8,13.5,6.6,64.5,0,0,0,,,,,28.3,305.6,1012.8,14,16,169.3,14.7,6,,2015-11-03T06:36:57,2015-11-03T17:08:59,0.75,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
san francisco,2015-11-04,18.5,10.9,14,18.5,10.9,14,3.1,50.6,0,0,0,,,,47.9,28,329.4,1017.3,13.4,16,171.1,14.7,6,,2015-11-04T06:38:00,2015-11-04T17:07:57,0.8,Clear,Clear conditions throughout the day.,clear-day,"72585093228,KSFO,72493023230,KHWD,KOAK,72494023234"
